caller_id,enqueued_at_ms,accept_received_at_ms,ring_emitted_at_ms,dequeue_latency_ms,total_wait_ms,operator_id,status
1778646757.5345,1778646757669,1778646777086,1778646777089,3,19420,op-009,ring
1778646757.5347,1778646757770,1778646777188,1778646777191,3,19421,op-000,ring
1778646757.5349,1778646757870,1778646777291,1778646777294,3,19424,op-001,ring
1778646757.5351,1778646757971,1778646777391,1778646777394,3,19423,op-002,ring
1778646757.5353,1778646758072,1778646777493,1778646777497,4,19425,op-003,ring
1778646757.5355,1778646758170,1778646777595,1778646777600,5,19430,op-004,ring
1778646757.5357,1778646758268,1778646777700,1778646777703,3,19435,op-005,ring
1778646757.5359,1778646758369,1778646777799,1778646777803,4,19434,op-006,ring
1778646757.5361,1778646758469,1778646777899,1778646777902,3,19433,op-007,ring
1778646758.5363,1778646758570,1778646778009,1778646778011,2,19441,op-008,ring
1778646758.5365,1778646758669,1778646778110,1778646778116,6,19447,op-009,ring
1778646758.5367,1778646758770,1778646778217,1778646778220,3,19450,op-000,ring
1778646758.5369,1778646758872,1778646778318,1778646778321,3,19449,op-001,ring
1778646758.5371,1778646758970,1778646778420,1778646778425,5,19455,op-002,ring
1778646758.5373,1778646759071,1778646778521,1778646778525,4,19454,op-003,ring
1778646758.5375,1778646759174,1778646778623,1778646778628,5,19454,op-004,ring
1778646758.5377,1778646759272,1778646778727,1778646778731,4,19459,op-005,ring
1778646758.5379,1778646759373,1778646778830,1778646778833,3,19460,op-006,ring
1778646758.5381,1778646759471,1778646778932,1778646778959,27,19488,op-007,ring
1778646759.5383,1778646759571,1778646779038,1778646779042,4,19471,op-008,ring
1778646759.5385,1778646759671,1778646779142,1778646779147,5,19476,op-009,ring
1778646759.5387,1778646759771,1778646779245,1778646779250,5,19479,op-000,ring
1778646759.5389,1778646759872,1778646779348,1778646779351,3,19479,op-001,ring
1778646759.5391,1778646759972,1778646779450,1778646779454,4,19482,op-002,ring
1778646759.5393,1778646760070,1778646779556,1778646779559,3,19489,op-003,ring
1778646759.5395,1778646760173,1778646779657,1778646779659,2,19486,op-004,ring
1778646759.5397,1778646760270,1778646779757,1778646779758,1,19488,op-005,ring
1778646759.5399,1778646760371,1778646779857,1778646779859,2,19488,op-006,ring
1778646759.5401,1778646760471,1778646779961,1778646779963,2,19492,op-007,ring
1778646760.5403,1778646760570,1778646780062,1778646780064,2,19494,op-008,ring
1778646760.5405,1778646760672,1778646780164,1778646780165,1,19493,op-009,ring
1778646760.5407,1778646760772,1778646780266,1778646780271,5,19499,op-000,ring
1778646760.5409,1778646760873,1778646780371,1778646780373,2,19500,op-001,ring
1778646760.5411,,1778646780470,,,,,failed
1778646760.5413,,1778646780572,,,,,failed
1778646760.5417,1778646761270,1778646780674,1778646780676,2,19406,op-004,ring
1778646760.5419,1778646761370,1778646780775,1778646780777,2,19407,op-005,ring
1778646760.5421,1778646761471,1778646780877,1778646780879,2,19408,op-006,ring
1778646761.5423,1778646761573,1778646780977,1778646780979,2,19406,op-007,ring
1778646761.5425,1778646761670,1778646781078,1778646781080,2,19410,op-008,ring
1778646761.5427,1778646761772,1778646781179,1778646781181,2,19409,op-009,ring
1778646761.5429,1778646761874,1778646781280,1778646781283,3,19409,op-000,ring
1778646761.5431,1778646761971,1778646781382,1778646781385,3,19414,op-001,ring
1778646761.5433,1778646762170,1778646781482,1778646781485,3,19315,op-002,ring
1778646761.5435,1778646762276,1778646781584,1778646781587,3,19311,op-003,ring
1778646761.5437,1778646762374,1778646781685,1778646781689,4,19315,op-004,ring
1778646761.5439,1778646762472,1778646781788,1778646781790,2,19318,op-005,ring
1778646762.5441,1778646762573,1778646781889,1778646781892,3,19319,op-006,ring
1778646762.5443,1778646762671,1778646781990,1778646781994,4,19323,op-007,ring
1778646762.5445,1778646762771,1778646782092,1778646782096,4,19325,op-008,ring
1778646762.5447,1778646762868,1778646782192,1778646782197,5,19329,op-009,ring
1778646762.5449,1778646762976,1778646782292,1778646782296,4,19320,op-000,ring
1778646762.5451,1778646763070,1778646782394,1778646782400,6,19330,op-001,ring
1778646762.5453,1778646763172,1778646782496,1778646782500,4,19328,op-002,ring
1778646762.5455,1778646763272,1778646782599,1778646782603,4,19331,op-003,ring
1778646762.5457,1778646763371,1778646782701,1778646782704,3,19333,op-004,ring
1778646762.5459,1778646763471,1778646782804,1778646782807,3,19336,op-005,ring
1778646763.5461,1778646763573,1778646782905,1778646782907,2,19334,op-006,ring
1778646763.5463,1778646763674,1778646783006,1778646783007,1,19333,op-007,ring
1778646763.5465,1778646763770,1778646783109,1778646783113,4,19343,op-008,ring
1778646763.5467,1778646763874,1778646783209,1778646783213,4,19339,op-009,ring
1778646763.5469,1778646763972,1778646783310,1778646783315,5,19343,op-000,ring
1778646763.5471,1778646764072,1778646783413,1778646783419,6,19347,op-001,ring
1778646763.5473,1778646764169,1778646783514,1778646783519,5,19350,op-002,ring
1778646763.5475,1778646764269,1778646783618,1778646783621,3,19352,op-003,ring
1778646763.5477,1778646764370,1778646783719,1778646783720,1,19350,op-004,ring
1778646763.5479,1778646764471,1778646783821,1778646783822,1,19351,op-005,ring
1778646764.5481,1778646764572,1778646783924,1778646783926,2,19354,op-006,ring
1778646764.5483,1778646764671,1778646784028,1778646784030,2,19359,op-007,ring
1778646764.5485,1778646764769,1778646784129,1778646784133,4,19364,op-008,ring
1778646764.5487,1778646764869,1778646784231,1778646784236,5,19367,op-009,ring
1778646764.5489,1778646764971,1778646784337,1778646784340,3,19369,op-000,ring
1778646764.5491,1778646765073,1778646784438,1778646784442,4,19369,op-001,ring
1778646764.5493,1778646765172,1778646784542,1778646784546,4,19374,op-002,ring
1778646764.5495,1778646765272,1778646784642,1778646784646,4,19374,op-003,ring
1778646764.5497,1778646765376,1778646784744,1778646784751,7,19375,op-004,ring
1778646764.5499,1778646765475,1778646784846,1778646784850,4,19375,op-005,ring
1778646765.5501,1778646765576,1778646784948,1778646784952,4,19376,op-006,ring
1778646765.5503,1778646765675,1778646785051,1778646785052,1,19377,op-007,ring
1778646765.5505,1778646765771,1778646785152,1778646785156,4,19385,op-008,ring
1778646765.5507,1778646765871,1778646785253,1778646785257,4,19386,op-009,ring
1778646765.5509,1778646765971,1778646785355,1778646785358,3,19387,op-000,ring
1778646765.5511,1778646766070,1778646785457,1778646785460,3,19390,op-001,ring
1778646765.5513,1778646766170,1778646785559,1778646785563,4,19393,op-002,ring
1778646765.5515,1778646766269,1778646785660,1778646785665,5,19396,op-003,ring
1778646765.5517,1778646766370,1778646785765,1778646785767,2,19397,op-004,ring
1778646765.5519,1778646766473,1778646785865,1778646785869,4,19396,op-005,ring
1778646766.5521,1778646766571,1778646785966,1778646785970,4,19399,op-006,ring
1778646766.5523,1778646766668,1778646786068,1778646786070,2,19402,op-007,ring
1778646766.5525,1778646766770,1778646786170,1778646786172,2,19402,op-008,ring
1778646766.5527,1778646766871,1778646786270,1778646786272,2,19401,op-009,ring
1778646766.5529,1778646766971,1778646786372,1778646786375,3,19404,op-000,ring
1778646766.5531,1778646767073,1778646786473,1778646786477,4,19404,op-001,ring
1778646766.5533,1778646767170,1778646786574,1778646786580,6,19410,op-002,ring
1778646766.5535,1778646767273,1778646786676,1778646786677,1,19404,op-003,ring
1778646766.5537,1778646767372,1778646786778,1778646786781,3,19409,op-004,ring
1778646766.5539,1778646767471,1778646786880,1778646786881,1,19410,op-005,ring
1778646767.5541,1778646767572,1778646786981,1778646786982,1,19410,op-006,ring
1778646767.5543,1778646767671,1778646787082,1778646787085,3,19414,op-007,ring
1778646767.5545,1778646767769,1778646787182,1778646787184,2,19415,op-008,ring
1778646767.5547,1778646767870,1778646787284,1778646787287,3,19417,op-009,ring
1778646767.5549,1778646767974,1778646787385,1778646787387,2,19413,op-000,ring
1778646767.5551,1778646768075,1778646787486,1778646787492,6,19417,op-001,ring
1778646767.5553,1778646768170,1778646787586,1778646787589,3,19419,op-002,ring
1778646767.5555,1778646768272,1778646787687,1778646787690,3,19418,op-003,ring
1778646767.5557,1778646768369,1778646787787,1778646787789,2,19420,op-004,ring
1778646767.5559,1778646768471,1778646787888,1778646787892,4,19421,op-005,ring
1778646768.5561,1778646768572,1778646787989,1778646787990,1,19418,op-006,ring
1778646768.5563,1778646768671,1778646788092,1778646788096,4,19425,op-007,ring
1778646768.5565,1778646768769,1778646788192,1778646788196,4,19427,op-008,ring
1778646768.5567,1778646768871,1778646788293,1778646788296,3,19425,op-009,ring
1778646768.5569,1778646768974,1778646788394,1778646788398,4,19424,op-000,ring
1778646768.5571,1778646769074,1778646788495,1778646788498,3,19424,op-001,ring
1778646768.5573,1778646769172,1778646788596,1778646788601,5,19429,op-002,ring
1778646768.5575,1778646769271,1778646788697,1778646788702,5,19431,op-003,ring
1778646768.5577,1778646769370,1778646788799,1778646788803,4,19433,op-004,ring
1778646768.5579,1778646769469,1778646788902,1778646788905,3,19436,op-005,ring
1778646769.5581,1778646769571,1778646789007,1778646789009,2,19438,op-006,ring
1778646769.5583,1778646769670,1778646789107,1778646789111,4,19441,op-007,ring
1778646769.5585,1778646769769,1778646789210,1778646789214,4,19445,op-008,ring
1778646769.5587,1778646769873,1778646789311,1778646789315,4,19442,op-009,ring
1778646769.5589,1778646769969,1778646789412,1778646789416,4,19447,op-000,ring
1778646769.5591,1778646770069,1778646789512,1778646789516,4,19447,op-001,ring
1778646769.5593,1778646770168,1778646789613,1778646789617,4,19449,op-002,ring
1778646769.5595,1778646770270,1778646789714,1778646789718,4,19448,op-003,ring
1778646769.5597,1778646770369,1778646789815,1778646789816,1,19447,op-004,ring
1778646769.5599,1778646770470,1778646789916,1778646789922,6,19452,op-005,ring
1778646770.5601,1778646770569,1778646790019,1778646790021,2,19452,op-006,ring
1778646770.5603,1778646770668,1778646790120,1778646790123,3,19455,op-007,ring
1778646770.5605,1778646770774,1778646790225,1778646790229,4,19455,op-008,ring
1778646770.5607,1778646770872,1778646790330,1778646790333,3,19461,op-009,ring
1778646770.5609,1778646770970,1778646790434,1778646790438,4,19468,op-000,ring
1778646770.5611,1778646771070,1778646790538,1778646790547,9,19477,op-001,ring
1778646770.5613,1778646771170,1778646790642,1778646790646,4,19476,op-002,ring
1778646770.5615,1778646771272,1778646790743,1778646790752,9,19480,op-003,ring
1778646770.5617,1778646771369,1778646790845,1778646790850,5,19481,op-004,ring
1778646770.5619,1778646771471,1778646790947,1778646790951,4,19480,op-005,ring
1778646771.5621,1778646771569,1778646791047,1778646791052,5,19483,op-006,ring
1778646771.5623,1778646771674,1778646791149,1778646791151,2,19477,op-007,ring
1778646771.5625,1778646771775,1778646791251,1778646791254,3,19479,op-008,ring
1778646771.5627,1778646771869,1778646791354,1778646791358,4,19489,op-009,ring
1778646771.5629,1778646771970,1778646791455,1778646791458,3,19488,op-000,ring
1778646771.5631,1778646772070,1778646791557,1778646791560,3,19490,op-001,ring
1778646771.5633,1778646772170,1778646791659,1778646791663,4,19493,op-002,ring
1778646771.5635,1778646772272,1778646791761,1778646791769,8,19497,op-003,ring
1778646771.5637,1778646772371,1778646791862,1778646791869,7,19498,op-004,ring
1778646771.5639,1778646772472,1778646791963,1778646791968,5,19496,op-005,ring
1778646772.5641,1778646772572,1778646792067,1778646792071,4,19499,op-006,ring
1778646772.5643,1778646772670,1778646792171,1778646792172,1,19502,op-007,ring
1778646772.5645,1778646772772,1778646792271,1778646792273,2,19501,op-008,ring
1778646772.5647,1778646772871,1778646792372,1778646792375,3,19504,op-009,ring
1778646772.5651,1778646773071,1778646792472,1778646792474,2,19403,op-000,ring
1778646772.5653,1778646773170,1778646792575,1778646792578,3,19408,op-001,ring
1778646772.5655,1778646773272,1778646792676,1778646792680,4,19408,op-002,ring
1778646772.5657,1778646773369,1778646792777,1778646792778,1,19409,op-003,ring
1778646772.5659,1778646773469,1778646792878,1778646792879,1,19410,op-004,ring
1778646773.5661,1778646773571,1778646792978,1778646792980,2,19409,op-005,ring
1778646773.5663,1778646773668,1778646793080,1778646793082,2,19414,op-006,ring
1778646773.5665,1778646773772,1778646793181,1778646793184,3,19412,op-007,ring
1778646773.5667,1778646773873,1778646793282,1778646793284,2,19411,op-008,ring
1778646773.5669,1778646773970,1778646793383,1778646793386,3,19416,op-009,ring
1778646773.5671,1778646774067,1778646793484,1778646793486,2,19419,op-000,ring
1778646773.5673,1778646774170,1778646793586,1778646793589,3,19419,op-001,ring
1778646773.5675,1778646774270,1778646793687,1778646793690,3,19420,op-002,ring
1778646773.5677,1778646774372,1778646793788,1778646793791,3,19419,op-003,ring
1778646773.5679,1778646774472,1778646793889,1778646793892,3,19420,op-004,ring
1778646774.5681,1778646774571,1778646793990,1778646793993,3,19422,op-005,ring
1778646774.5683,1778646774670,1778646794092,1778646794097,5,19427,op-006,ring
1778646774.5685,1778646774774,1778646794192,1778646794197,5,19423,op-007,ring
1778646774.5687,1778646774870,1778646794294,1778646794299,5,19429,op-008,ring
1778646774.5689,1778646774972,1778646794396,1778646794401,5,19429,op-009,ring
1778646774.5691,1778646775073,1778646794499,1778646794502,3,19429,op-000,ring
1778646774.5693,1778646775171,1778646794599,1778646794600,1,19429,op-001,ring
1778646774.5695,1778646775269,1778646794702,1778646794705,3,19436,op-002,ring
1778646774.5697,1778646775370,1778646794803,1778646794807,4,19437,op-003,ring
1778646774.5699,1778646775474,1778646794905,1778646794908,3,19434,op-004,ring
1778646775.5701,1778646775568,1778646795010,1778646795012,2,19444,op-005,ring
1778646775.5703,1778646775669,1778646795111,1778646795115,4,19446,op-006,ring
1778646775.5705,1778646775772,1778646795214,1778646795216,2,19444,op-007,ring
1778646775.5707,1778646775870,1778646795316,1778646795320,4,19450,op-008,ring
1778646775.5709,1778646775970,1778646795416,1778646795420,4,19450,op-009,ring
1778646775.5711,1778646776070,1778646795520,1778646795522,2,19452,op-000,ring
1778646775.5713,1778646776171,1778646795634,1778646795636,2,19465,op-001,ring
1778646775.5715,1778646776270,1778646795740,1778646795744,4,19474,op-002,ring
1778646775.5717,1778646776370,1778646795842,1778646795845,3,19475,op-003,ring
1778646775.5719,1778646776471,1778646795943,1778646795951,8,19480,op-004,ring
1778646776.5721,1778646776571,1778646796045,1778646796050,5,19479,op-005,ring
1778646776.5723,1778646776670,1778646796150,1778646796152,2,19482,op-006,ring
1778646776.5725,1778646776773,1778646796253,1778646796256,3,19483,op-007,ring
1778646776.5727,1778646776873,1778646796353,1778646796357,4,19484,op-008,ring
1778646776.5729,1778646776972,1778646796457,1778646796461,4,19489,op-009,ring
1778646776.5731,1778646777070,1778646796561,1778646796563,2,19493,op-000,ring
1778646776.5733,1778646777172,1778646796665,1778646796670,5,19498,op-001,ring
1778646776.5735,1778646777270,1778646796768,1778646796769,1,19499,op-002,ring
1778646776.5737,1778646777371,1778646796870,1778646796872,2,19501,op-003,ring
1778646776.5739,1778646777472,1778646796970,1778646796972,2,19500,op-004,ring
1778646777.5741,1778646777570,1778646797071,1778646797073,2,19503,op-005,ring
1778646777.5743,,1778646797172,,,,,failed
1778646777.5745,,1778646797273,,,,,failed
1778646777.5749,1778646777971,1778646797375,1778646797376,1,19405,op-008,ring
1778646777.5751,1778646778070,1778646797476,1778646797482,6,19412,op-009,ring
1778646777.5753,1778646778170,1778646797578,1778646797579,1,19409,op-000,ring
1778646777.5755,1778646778271,1778646797679,1778646797680,1,19409,op-001,ring
1778646777.5757,1778646778375,1778646797781,1778646797783,2,19408,op-002,ring
1778646777.5759,1778646778469,1778646797883,1778646797884,1,19415,op-003,ring
1778646778.5761,1778646778571,1778646797986,1778646797988,2,19417,op-004,ring
1778646778.5763,1778646778672,1778646798087,1778646798088,1,19416,op-005,ring
1778646778.5765,1778646778773,1778646798189,1778646798194,5,19421,op-006,ring
1778646778.5767,1778646778871,1778646798290,1778646798292,2,19421,op-007,ring
1778646778.5769,1778646778972,1778646798393,1778646798396,3,19424,op-008,ring
1778646778.5771,1778646779071,1778646798494,1778646798497,3,19426,op-009,ring
1778646778.5773,1778646779170,1778646798600,1778646798603,3,19433,op-000,ring
1778646778.5775,1778646779270,1778646798700,1778646798704,4,19434,op-001,ring
1778646778.5777,1778646779370,1778646798803,1778646798807,4,19437,op-002,ring
1778646778.5779,1778646779468,1778646798904,1778646798908,4,19440,op-003,ring
1778646779.5781,1778646779570,1778646799009,1778646799010,1,19440,op-004,ring
1778646779.5783,1778646779671,1778646799110,1778646799116,6,19445,op-005,ring
1778646779.5785,1778646779773,1778646799213,1778646799216,3,19443,op-006,ring
1778646779.5787,1778646779869,1778646799313,1778646799317,4,19448,op-007,ring
1778646779.5789,1778646779971,1778646799416,1778646799420,4,19449,op-008,ring
1778646779.5791,1778646780068,1778646799521,1778646799524,3,19456,op-009,ring
1778646779.5793,1778646780166,1778646799622,1778646799626,4,19460,op-000,ring
1778646779.5795,1778646780269,1778646799724,1778646799728,4,19459,op-001,ring
1778646779.5797,1778646780372,1778646799825,1778646799827,2,19455,op-002,ring
1778646779.5799,1778646780470,1778646799927,1778646799932,5,19462,op-003,ring
1778646780.5801,1778646780568,1778646800032,1778646800035,3,19467,op-004,ring
1778646780.5803,1778646780669,1778646800134,1778646800138,4,19469,op-005,ring
1778646780.5805,1778646780774,1778646800235,1778646800240,5,19466,op-006,ring
1778646780.5807,1778646780877,1778646800338,1778646800343,5,19466,op-007,ring
1778646780.5809,1778646780971,1778646800439,1778646800443,4,19472,op-008,ring
1778646780.5811,1778646781070,1778646800541,1778646800546,5,19476,op-009,ring
1778646780.5813,1778646781170,1778646800644,1778646800648,4,19478,op-000,ring
1778646780.5815,1778646781270,1778646800746,1778646800751,5,19481,op-001,ring
1778646780.5817,1778646781372,1778646800852,1778646800855,3,19483,op-002,ring
1778646780.5819,1778646781472,1778646800954,1778646800958,4,19486,op-003,ring
1778646781.5821,1778646781569,1778646801058,1778646801062,4,19493,op-004,ring
1778646781.5823,1778646781674,1778646801161,1778646801163,2,19489,op-005,ring
1778646781.5825,1778646781770,1778646801265,1778646801270,5,19500,op-006,ring
1778646781.5827,1778646781869,1778646801365,1778646801372,7,19503,op-007,ring
1778646781.5829,1778646781971,1778646801468,1778646801470,2,19499,op-008,ring
1778646781.5831,1778646782070,1778646801570,1778646801573,3,19503,op-009,ring
1778646781.5833,1778646782269,1778646801671,1778646801672,1,19403,op-000,ring
1778646781.5835,1778646782367,1778646801775,1778646801778,3,19411,op-001,ring
1778646781.5837,1778646782470,1778646801874,1778646801876,2,19406,op-002,ring
1778646782.5839,1778646782571,1778646801976,1778646801978,2,19407,op-003,ring
1778646782.5841,1778646782671,1778646802078,1778646802079,1,19408,op-004,ring
1778646782.5843,1778646782770,1778646802179,1778646802181,2,19411,op-005,ring
1778646782.5845,1778646782871,1778646802281,1778646802283,2,19412,op-006,ring
1778646782.5847,1778646782973,1778646802383,1778646802386,3,19413,op-007,ring
1778646782.5849,1778646783071,1778646802485,1778646802486,1,19415,op-008,ring
1778646782.5851,1778646783171,1778646802586,1778646802589,3,19418,op-009,ring
1778646782.5853,1778646783273,1778646802687,1778646802691,4,19418,op-000,ring
1778646782.5855,1778646783371,1778646802790,1778646802794,4,19423,op-001,ring
1778646782.5857,1778646783469,1778646802891,1778646802896,5,19427,op-002,ring
1778646783.5859,1778646783573,1778646802994,1778646803011,17,19438,op-003,ring
1778646783.5861,1778646783674,1778646803096,1778646803098,2,19424,op-004,ring
1778646783.5863,1778646783771,1778646803198,1778646803202,4,19431,op-005,ring
1778646783.5865,1778646783870,1778646803301,1778646803303,2,19433,op-006,ring
1778646783.5867,1778646783971,1778646803402,1778646803405,3,19434,op-007,ring
1778646783.5869,1778646784072,1778646803504,1778646803508,4,19436,op-008,ring
1778646783.5871,1778646784171,1778646803608,1778646803611,3,19440,op-009,ring
1778646783.5873,1778646784269,1778646803709,1778646803711,2,19442,op-000,ring
1778646783.5875,1778646784371,1778646803810,1778646803815,5,19444,op-001,ring
1778646783.5877,1778646784469,1778646803911,1778646803917,6,19448,op-002,ring
1778646784.5879,1778646784569,1778646804016,1778646804017,1,19448,op-003,ring
1778646784.5881,1778646784672,1778646804119,1778646804123,4,19451,op-004,ring
1778646784.5883,1778646784770,1778646804223,1778646804227,4,19457,op-005,ring
1778646784.5885,1778646784869,1778646804324,1778646804328,4,19459,op-006,ring
1778646784.5887,1778646784969,1778646804427,1778646804430,3,19461,op-007,ring
1778646784.5889,1778646785070,1778646804528,1778646804533,5,19463,op-008,ring
1778646784.5891,1778646785170,1778646804633,1778646804636,3,19466,op-009,ring
1778646784.5893,1778646785270,1778646804739,1778646804741,2,19471,op-000,ring
1778646784.5895,1778646785373,1778646804844,1778646804848,4,19475,op-001,ring
1778646784.5897,1778646785468,1778646804949,1778646804953,4,19485,op-002,ring
1778646785.5899,1778646785574,1778646805050,1778646805052,2,19478,op-003,ring
1778646785.5901,1778646785670,1778646805154,1778646805159,5,19489,op-004,ring
1778646785.5903,1778646785769,1778646805258,1778646805263,5,19494,op-005,ring
1778646785.5905,1778646785869,1778646805362,1778646805366,4,19497,op-006,ring
1778646785.5907,1778646785970,1778646805467,1778646805471,4,19501,op-007,ring
1778646785.5909,1778646786069,1778646805568,1778646805571,3,19502,op-008,ring
1778646785.5911,1778646786171,1778646805669,1778646805673,4,19502,op-009,ring
1778646785.5913,1778646786268,1778646805769,1778646805772,3,19504,op-000,ring
1778646785.5915,1778646786370,1778646805870,1778646805873,3,19503,op-001,ring
1778646785.5917,1778646786471,1778646805972,1778646805974,2,19503,op-002,ring
1778646786.5919,,1778646806074,,,,,failed
1778646786.5921,1778646786673,1778646806176,1778646806178,2,19505,op-004,ring
1778646786.5925,1778646786872,1778646806277,1778646806280,3,19408,op-005,ring
1778646786.5927,1778646786969,1778646806381,1778646806384,3,19415,op-006,ring
1778646786.5929,1778646787072,1778646806481,1778646806486,5,19414,op-007,ring
1778646786.5931,1778646787173,1778646806585,1778646806587,2,19414,op-008,ring
1778646786.5933,1778646787271,1778646806687,1778646806692,5,19421,op-009,ring
1778646786.5935,1778646787370,1778646806789,1778646806793,4,19423,op-000,ring
1778646786.5937,1778646787470,1778646806890,1778646806892,2,19422,op-001,ring
1778646787.5939,1778646787568,1778646806993,1778646806995,2,19427,op-002,ring
1778646787.5941,1778646787671,1778646807095,1778646807097,2,19426,op-003,ring
1778646787.5943,1778646787773,1778646807198,1778646807201,3,19428,op-004,ring
1778646787.5945,1778646787870,1778646807301,1778646807304,3,19434,op-005,ring
1778646787.5947,1778646787970,1778646807402,1778646807406,4,19436,op-006,ring
1778646787.5949,1778646788070,1778646807503,1778646807507,4,19437,op-007,ring
1778646787.5951,1778646788171,1778646807606,1778646807609,3,19438,op-008,ring
1778646787.5953,1778646788272,1778646807710,1778646807715,5,19443,op-009,ring
1778646787.5955,1778646788370,1778646807812,1778646807816,4,19446,op-000,ring
1778646787.5957,1778646788470,1778646807912,1778646807917,5,19447,op-001,ring
1778646788.5959,1778646788569,1778646808015,1778646808019,4,19450,op-002,ring
1778646788.5961,1778646788670,1778646808116,1778646808118,2,19448,op-003,ring
1778646788.5963,1778646788772,1778646808219,1778646808224,5,19452,op-004,ring
1778646788.5965,1778646788872,1778646808320,1778646808325,5,19453,op-005,ring
1778646788.5967,1778646788972,1778646808422,1778646808427,5,19455,op-006,ring
1778646788.5969,1778646789070,1778646808524,1778646808529,5,19459,op-007,ring
1778646788.5971,1778646789170,1778646808625,1778646808630,5,19460,op-008,ring
1778646788.5973,1778646789271,1778646808729,1778646808733,4,19462,op-009,ring
1778646788.5975,1778646789374,1778646808831,1778646808835,4,19461,op-000,ring
1778646788.5977,1778646789471,1778646808935,1778646808939,4,19468,op-001,ring
1778646789.5979,1778646789570,1778646809038,1778646809042,4,19472,op-002,ring
1778646789.5981,1778646789670,1778646809144,1778646809150,6,19480,op-003,ring
1778646789.5983,1778646789773,1778646809247,1778646809252,5,19479,op-004,ring
1778646789.5985,1778646789874,1778646809350,1778646809356,6,19482,op-005,ring
1778646789.5987,1778646789973,1778646809458,1778646809462,4,19489,op-006,ring
1778646789.5989,1778646790072,1778646809562,1778646809567,5,19495,op-007,ring
1778646789.5991,1778646790170,1778646809665,1778646809669,4,19499,op-008,ring
1778646789.5993,1778646790269,1778646809769,1778646809771,2,19502,op-009,ring
1778646789.5995,1778646790370,1778646809869,1778646809873,4,19503,op-000,ring
1778646789.5997,1778646790470,1778646809969,1778646809971,2,19501,op-001,ring
1778646790.5999,1778646790571,1778646810070,1778646810072,2,19501,op-002,ring
1778646790.6001,,1778646810172,,,,,failed
1778646790.6003,,1778646810273,,,,,failed
1778646790.6007,1778646790969,1778646810375,1778646810378,3,19409,op-005,ring
1778646790.6009,1778646791068,1778646810477,1778646810478,1,19410,op-006,ring
1778646790.6011,1778646791170,1778646810579,1778646810580,1,19410,op-007,ring
1778646790.6013,1778646791271,1778646810681,1778646810683,2,19412,op-008,ring
1778646790.6015,1778646791371,1778646810786,1778646810788,2,19417,op-009,ring
1778646790.6017,1778646791470,1778646810886,1778646810889,3,19419,op-000,ring
1778646791.6019,1778646791569,1778646810989,1778646810993,4,19424,op-001,ring
1778646791.6021,1778646791669,1778646811091,1778646811093,2,19424,op-002,ring
1778646791.6023,1778646791770,1778646811192,1778646811194,2,19424,op-003,ring
1778646791.6025,1778646791869,1778646811293,1778646811295,2,19426,op-004,ring
1778646791.6027,1778646791969,1778646811397,1778646811402,5,19433,op-005,ring
1778646791.6029,1778646792070,1778646811503,1778646811506,3,19436,op-006,ring
1778646791.6031,1778646792171,1778646811607,1778646811612,5,19441,op-007,ring
1778646791.6033,1778646792271,1778646811717,1778646811721,4,19450,op-008,ring
1778646791.6035,1778646792370,1778646811818,1778646811821,3,19451,op-009,ring
1778646791.6037,1778646792471,1778646811921,1778646811926,5,19455,op-000,ring
1778646792.6039,1778646792572,1778646812023,1778646812029,6,19457,op-001,ring
1778646792.6041,1778646792675,1778646812145,1778646812147,2,19472,op-002,ring
1778646792.6043,1778646792773,1778646812251,1778646812255,4,19482,op-003,ring
1778646792.6045,1778646792871,1778646812351,1778646812353,2,19482,op-004,ring
1778646792.6047,1778646792972,1778646812464,1778646812469,5,19497,op-005,ring
1778646792.6049,1778646793070,1778646812567,1778646812572,5,19502,op-006,ring
1778646792.6051,1778646793171,1778646812670,1778646812678,8,19507,op-007,ring
1778646792.6053,1778646793269,1778646812770,1778646812774,4,19505,op-008,ring
1778646792.6055,1778646793370,1778646812870,1778646812872,2,19502,op-009,ring
1778646792.6057,1778646793471,1778646812971,1778646812973,2,19502,op-000,ring
1778646793.6059,1778646793569,1778646813073,1778646813076,3,19507,op-001,ring
1778646793.6061,,1778646813175,,,,,failed
1778646793.6065,1778646793872,1778646813277,1778646813278,1,19406,op-003,ring
1778646793.6067,1778646793970,1778646813381,1778646813383,2,19413,op-004,ring
1778646793.6069,1778646794070,1778646813482,1778646813484,2,19414,op-005,ring
1778646793.6071,1778646794170,1778646813585,1778646813588,3,19418,op-006,ring
1778646793.6073,1778646794271,1778646813687,1778646813690,3,19419,op-007,ring
1778646793.6075,1778646794370,1778646813791,1778646813793,2,19423,op-008,ring
1778646793.6077,1778646794472,1778646813894,1778646813898,4,19426,op-009,ring
1778646794.6079,1778646794569,1778646813999,1778646814005,6,19436,op-000,ring
1778646794.6081,1778646794671,1778646814101,1778646814104,3,19433,op-001,ring
1778646794.6083,1778646794774,1778646814204,1778646814209,5,19435,op-002,ring
1778646794.6085,1778646794872,1778646814306,1778646814311,5,19439,op-003,ring
1778646794.6087,1778646794969,1778646814408,1778646814412,4,19443,op-004,ring
1778646794.6089,1778646795070,1778646814509,1778646814513,4,19443,op-005,ring
1778646794.6091,1778646795170,1778646814612,1778646814618,6,19448,op-006,ring
1778646794.6093,1778646795270,1778646814719,1778646814723,4,19453,op-007,ring
1778646794.6095,1778646795369,1778646814820,1778646814824,4,19455,op-008,ring
