caller_id,enqueued_at_ms,accept_received_at_ms,ring_emitted_at_ms,dequeue_latency_ms,total_wait_ms,operator_id,status
1778646561.1445,1778646561669,1778646581019,1778646581025,6,19356,op-002,ring
1778646561.1447,1778646561772,1778646581121,1778646581125,4,19353,op-003,ring
1778646561.1449,1778646561868,1778646581225,1778646581228,3,19360,op-004,ring
1778646561.1451,1778646561970,1778646581326,1778646581329,3,19359,op-005,ring
1778646561.1453,1778646562070,1778646581429,1778646581435,6,19365,op-006,ring
1778646561.1455,1778646562170,1778646581531,1778646581534,3,19364,op-007,ring
1778646561.1457,1778646562269,1778646581634,1778646581637,3,19368,op-008,ring
1778646561.1459,1778646562370,1778646581735,1778646581738,3,19368,op-009,ring
1778646561.1461,1778646562471,1778646581835,1778646581840,5,19369,op-000,ring
1778646562.1463,1778646562571,1778646581936,1778646581941,5,19370,op-001,ring
1778646562.1465,1778646562671,1778646582037,1778646582044,7,19373,op-002,ring
1778646562.1467,1778646562772,1778646582139,1778646582144,5,19372,op-003,ring
1778646562.1469,1778646562872,1778646582240,1778646582245,5,19373,op-004,ring
1778646562.1471,1778646562971,1778646582340,1778646582345,5,19374,op-005,ring
1778646562.1473,1778646563070,1778646582442,1778646582447,5,19377,op-006,ring
1778646562.1475,1778646563170,1778646582545,1778646582548,3,19378,op-007,ring
1778646562.1477,1778646563274,1778646582648,1778646582651,3,19377,op-008,ring
1778646562.1479,1778646563369,1778646582750,1778646582754,4,19385,op-009,ring
1778646562.1481,1778646563469,1778646582850,1778646582854,4,19385,op-000,ring
1778646563.1483,1778646563570,1778646582950,1778646582955,5,19385,op-001,ring
1778646563.1485,1778646563670,1778646583053,1778646583057,4,19387,op-002,ring
1778646563.1487,1778646563778,1778646583156,1778646583160,4,19382,op-003,ring
1778646563.1489,1778646563872,1778646583258,1778646583262,4,19390,op-004,ring
1778646563.1491,1778646563970,1778646583360,1778646583365,5,19395,op-005,ring
1778646563.1493,1778646564073,1778646583464,1778646583468,4,19395,op-006,ring
1778646563.1495,1778646564169,1778646583567,1778646583570,3,19401,op-007,ring
1778646563.1497,1778646564272,1778646583667,1778646583668,1,19396,op-008,ring
1778646563.1499,1778646564371,1778646583769,1778646583772,3,19401,op-009,ring
1778646563.1501,1778646564468,1778646583869,1778646583871,2,19403,op-000,ring
1778646564.1503,1778646564570,1778646583970,1778646583972,2,19402,op-001,ring
1778646564.1505,1778646564674,1778646584071,1778646584073,2,19399,op-002,ring
1778646564.1507,1778646564768,1778646584172,1778646584182,10,19414,op-003,ring
1778646564.1509,1778646564870,1778646584273,1778646584275,2,19405,op-004,ring
1778646564.1511,1778646564968,1778646584374,1778646584376,2,19408,op-005,ring
1778646564.1513,1778646565068,1778646584476,1778646584478,2,19410,op-006,ring
1778646564.1515,1778646565177,1778646584577,1778646584581,4,19404,op-007,ring
1778646564.1517,1778646565267,1778646584680,1778646584684,4,19417,op-008,ring
1778646564.1519,1778646565368,1778646584780,1778646584786,6,19418,op-009,ring
1778646564.1521,1778646565468,1778646584884,1778646584887,3,19419,op-000,ring
1778646565.1523,1778646565568,1778646584984,1778646584986,2,19418,op-001,ring
1778646565.1525,1778646565670,1778646585087,1778646585090,3,19420,op-002,ring
1778646565.1527,1778646565769,1778646585187,1778646585192,5,19423,op-003,ring
1778646565.1529,1778646565868,1778646585288,1778646585292,4,19424,op-004,ring
1778646565.1531,1778646565971,1778646585390,1778646585392,2,19421,op-005,ring
1778646565.1533,1778646566075,1778646585491,1778646585496,5,19421,op-006,ring
1778646565.1535,1778646566172,1778646585592,1778646585597,5,19425,op-007,ring
1778646565.1537,1778646566271,1778646585693,1778646585699,6,19428,op-008,ring
1778646565.1539,1778646566372,1778646585794,1778646585799,5,19427,op-009,ring
1778646565.1541,1778646566474,1778646585894,1778646585899,5,19425,op-000,ring
1778646566.1543,1778646566605,1778646585995,1778646586005,10,19400,op-001,ring
1778646566.1545,1778646566669,1778646586099,1778646586101,2,19432,op-002,ring
1778646566.1547,1778646566772,1778646586201,1778646586205,4,19433,op-003,ring
1778646566.1549,1778646566868,1778646586300,1778646586304,4,19436,op-004,ring
1778646566.1551,1778646566968,1778646586402,1778646586406,4,19438,op-005,ring
1778646566.1553,1778646567072,1778646586502,1778646586504,2,19432,op-006,ring
1778646566.1555,1778646567171,1778646586603,1778646586605,2,19434,op-007,ring
1778646566.1557,1778646567270,1778646586704,1778646586708,4,19438,op-008,ring
1778646566.1559,1778646567369,1778646586806,1778646586810,4,19441,op-009,ring
1778646566.1561,1778646567468,1778646586909,1778646586915,6,19447,op-000,ring
1778646567.1563,1778646567570,1778646587011,1778646587013,2,19443,op-001,ring
1778646567.1565,1778646567668,1778646587112,1778646587116,4,19448,op-002,ring
1778646567.1567,1778646567768,1778646587213,1778646587218,5,19450,op-003,ring
1778646567.1569,1778646567870,1778646587315,1778646587319,4,19449,op-004,ring
1778646567.1571,1778646567968,1778646587418,1778646587421,3,19453,op-005,ring
1778646567.1573,1778646568071,1778646587519,1778646587523,4,19452,op-006,ring
1778646567.1575,1778646568171,1778646587619,1778646587624,5,19453,op-007,ring
1778646567.1577,1778646568269,1778646587721,1778646587725,4,19456,op-008,ring
1778646567.1579,1778646568371,1778646587822,1778646587827,5,19456,op-009,ring
1778646567.1581,1778646568467,1778646587924,1778646587928,4,19461,op-000,ring
1778646568.1583,1778646568572,1778646588024,1778646588076,52,19504,op-001,ring
1778646568.1585,1778646568670,1778646588125,1778646588127,2,19457,op-002,ring
1778646568.1587,1778646568769,1778646588227,1778646588233,6,19464,op-003,ring
1778646568.1589,1778646568870,1778646588328,1778646588333,5,19463,op-004,ring
1778646568.1591,1778646568970,1778646588429,1778646588433,4,19463,op-005,ring
1778646568.1593,1778646569070,1778646588531,1778646588534,3,19464,op-006,ring
1778646568.1595,1778646569170,1778646588633,1778646588636,3,19466,op-007,ring
1778646568.1597,1778646569270,1778646588733,1778646588738,5,19468,op-008,ring
1778646568.1599,1778646569370,1778646588835,1778646588838,3,19468,op-009,ring
1778646568.1601,1778646569471,1778646588935,1778646588940,5,19469,op-000,ring
1778646569.1603,1778646569569,1778646589036,1778646589040,4,19471,op-001,ring
1778646569.1605,1778646569672,1778646589137,1778646589142,5,19470,op-002,ring
1778646569.1607,1778646569774,1778646589238,1778646589243,5,19469,op-003,ring
1778646569.1609,1778646569872,1778646589339,1778646589343,4,19471,op-004,ring
1778646569.1611,1778646569972,1778646589440,1778646589445,5,19473,op-005,ring
1778646569.1613,1778646570072,1778646589541,1778646589545,4,19473,op-006,ring
1778646569.1615,1778646570173,1778646589641,1778646589645,4,19472,op-007,ring
1778646569.1617,1778646570269,1778646589742,1778646589746,4,19477,op-008,ring
1778646569.1619,1778646570370,1778646589843,1778646589847,4,19477,op-009,ring
1778646569.1621,1778646570470,1778646589944,1778646589948,4,19478,op-000,ring
1778646570.1623,1778646570568,1778646590044,1778646590048,4,19480,op-001,ring
1778646570.1625,1778646570669,1778646590145,1778646590147,2,19478,op-002,ring
1778646570.1627,1778646570770,1778646590246,1778646590248,2,19478,op-003,ring
1778646570.1629,1778646570870,1778646590348,1778646590354,6,19484,op-004,ring
1778646570.1631,1778646570970,1778646590450,1778646590455,5,19485,op-005,ring
1778646570.1633,1778646571070,1778646590552,1778646590555,3,19485,op-006,ring
1778646570.1635,1778646571170,1778646590652,1778646590656,4,19486,op-007,ring
1778646570.1637,1778646571269,1778646590755,1778646590758,3,19489,op-008,ring
1778646570.1639,1778646571366,1778646590856,1778646590861,5,19495,op-009,ring
1778646570.1641,1778646571472,1778646590958,1778646590962,4,19490,op-000,ring
1778646571.1643,1778646571570,1778646591061,1778646591065,4,19495,op-001,ring
1778646571.1645,1778646571674,1778646591162,1778646591166,4,19492,op-002,ring
1778646571.1647,1778646571771,1778646591262,1778646591266,4,19495,op-003,ring
1778646571.1649,1778646571870,1778646591364,1778646591369,5,19499,op-004,ring
1778646571.1651,1778646571969,1778646591466,1778646591470,4,19501,op-005,ring
1778646571.1653,1778646572070,1778646591566,1778646591567,1,19497,op-006,ring
1778646571.1655,1778646572170,1778646591667,1778646591671,4,19501,op-007,ring
1778646571.1657,1778646572270,1778646591769,1778646591772,3,19502,op-008,ring
1778646571.1659,1778646572370,1778646591869,1778646591873,4,19503,op-009,ring
1778646571.1661,,1778646591972,,,,,failed
1778646572.1663,,1778646592072,,,,,failed
1778646572.1665,1778646572670,1778646592173,1778646592176,3,19506,op-002,ring
1778646572.1667,,1778646592274,,,,,failed
1778646572.1671,1778646572970,1778646592375,1778646592377,2,19407,op-004,ring
1778646572.1673,1778646573072,1778646592479,1778646592480,1,19408,op-005,ring
1778646572.1675,1778646573171,1778646592579,1778646592581,2,19410,op-006,ring
1778646572.1677,1778646573270,1778646592679,1778646592681,2,19411,op-007,ring
1778646572.1679,1778646573371,1778646592781,1778646592784,3,19413,op-008,ring
1778646572.1681,1778646573467,1778646592882,1778646592885,3,19418,op-009,ring
1778646573.1683,1778646573571,1778646592983,1778646592987,4,19416,op-000,ring
1778646573.1685,1778646573670,1778646593084,1778646593086,2,19416,op-001,ring
1778646573.1687,1778646573769,1778646593184,1778646593187,3,19418,op-002,ring
1778646573.1689,1778646573870,1778646593284,1778646593288,4,19418,op-003,ring
1778646573.1691,1778646573970,1778646593385,1778646593390,5,19420,op-004,ring
1778646573.1693,1778646574069,1778646593486,1778646593489,3,19420,op-005,ring
1778646573.1695,1778646574170,1778646593588,1778646593590,2,19420,op-006,ring
1778646573.1697,1778646574270,1778646593688,1778646593691,3,19421,op-007,ring
1778646573.1699,1778646574371,1778646593789,1778646593790,1,19419,op-008,ring
1778646573.1701,1778646574471,1778646593891,1778646593893,2,19422,op-009,ring
1778646574.1703,1778646574571,1778646593992,1778646593994,2,19423,op-000,ring
1778646574.1705,1778646574670,1778646594092,1778646594096,4,19426,op-001,ring
1778646574.1707,1778646574772,1778646594195,1778646594199,4,19427,op-002,ring
1778646574.1709,1778646574869,1778646594296,1778646594299,3,19430,op-003,ring
1778646574.1711,1778646574970,1778646594398,1778646594404,6,19434,op-004,ring
1778646574.1713,1778646575072,1778646594498,1778646594503,5,19431,op-005,ring
1778646574.1715,1778646575171,1778646594601,1778646594605,4,19434,op-006,ring
1778646574.1717,1778646575270,1778646594702,1778646594707,5,19437,op-007,ring
1778646574.1719,1778646575370,1778646594803,1778646594807,4,19437,op-008,ring
1778646574.1721,1778646575470,1778646594905,1778646594909,4,19439,op-009,ring
1778646575.1723,1778646575569,1778646595026,1778646595028,2,19459,op-000,ring
1778646575.1725,1778646575671,1778646595125,1778646595129,4,19458,op-001,ring
1778646575.1727,1778646575770,1778646595225,1778646595230,5,19460,op-002,ring
1778646575.1729,1778646575870,1778646595326,1778646595330,4,19460,op-003,ring
1778646575.1731,1778646575969,1778646595429,1778646595434,5,19465,op-004,ring
1778646575.1733,1778646576070,1778646595531,1778646595535,4,19465,op-005,ring
1778646575.1735,1778646576173,1778646595632,1778646595635,3,19462,op-006,ring
1778646575.1737,1778646576270,1778646595733,1778646595736,3,19466,op-007,ring
1778646575.1739,1778646576372,1778646595834,1778646595838,4,19466,op-008,ring
1778646575.1741,1778646576471,1778646595935,1778646595939,4,19468,op-009,ring
1778646576.1743,1778646576570,1778646596036,1778646596039,3,19469,op-000,ring
1778646576.1745,1778646576671,1778646596137,1778646596142,5,19471,op-001,ring
1778646576.1747,1778646576772,1778646596239,1778646596244,5,19472,op-002,ring
1778646576.1749,1778646576872,1778646596342,1778646596347,5,19475,op-003,ring
1778646576.1751,1778646576968,1778646596452,1778646596455,3,19487,op-004,ring
1778646576.1753,1778646577070,1778646596554,1778646596556,2,19486,op-005,ring
1778646576.1755,1778646577169,1778646596657,1778646596659,2,19490,op-006,ring
1778646576.1757,1778646577269,1778646596764,1778646596768,4,19499,op-007,ring
1778646576.1759,1778646577370,1778646596864,1778646596869,5,19499,op-008,ring
1778646576.1761,1778646577470,1778646596967,1778646596970,3,19500,op-009,ring
1778646577.1763,1778646577572,1778646597068,1778646597071,3,19499,op-000,ring
1778646577.1765,1778646577672,1778646597169,1778646597170,1,19498,op-001,ring
1778646577.1767,1778646577770,1778646597271,1778646597273,2,19503,op-002,ring
1778646577.1769,1778646577871,1778646597370,1778646597373,3,19502,op-003,ring
1778646577.1771,1778646577972,1778646597471,1778646597472,1,19500,op-004,ring
1778646577.1773,,1778646597573,,,,,failed
1778646577.1775,,1778646597674,,,,,failed
1778646577.1779,1778646578373,1778646597775,1778646597777,2,19404,op-007,ring
1778646577.1781,1778646578472,1778646597877,1778646597880,3,19408,op-008,ring
1778646578.1783,1778646578572,1778646597978,1778646597980,2,19408,op-009,ring
1778646578.1785,1778646578671,1778646598079,1778646598081,2,19410,op-000,ring
1778646578.1787,1778646578772,1778646598179,1778646598180,1,19408,op-001,ring
1778646578.1789,1778646578872,1778646598280,1778646598282,2,19410,op-002,ring
1778646578.1791,1778646578970,1778646598381,1778646598382,1,19412,op-003,ring
1778646578.1793,1778646579070,1778646598484,1778646598486,2,19416,op-004,ring
1778646578.1795,1778646579169,1778646598586,1778646598588,2,19419,op-005,ring
1778646578.1797,1778646579269,1778646598687,1778646598689,2,19420,op-006,ring
1778646578.1799,1778646579370,1778646598787,1778646598792,5,19422,op-007,ring
1778646578.1801,1778646579470,1778646598888,1778646598891,3,19421,op-008,ring
1778646579.1803,1778646579568,1778646598992,1778646598996,4,19428,op-009,ring
1778646579.1805,1778646579670,1778646599092,1778646599097,5,19427,op-000,ring
1778646579.1807,1778646579771,1778646599194,1778646599198,4,19427,op-001,ring
1778646579.1809,1778646579871,1778646599295,1778646599298,3,19427,op-002,ring
1778646579.1811,1778646579970,1778646599396,1778646599400,4,19430,op-003,ring
1778646579.1813,1778646580068,1778646599497,1778646599501,4,19433,op-004,ring
1778646579.1815,1778646580170,1778646599598,1778646599600,2,19430,op-005,ring
1778646579.1817,1778646580270,1778646599699,1778646599700,1,19430,op-006,ring
1778646579.1819,1778646580369,1778646599802,1778646599805,3,19436,op-007,ring
1778646579.1821,1778646580470,1778646599904,1778646599908,4,19438,op-008,ring
1778646580.1823,1778646580570,1778646600005,1778646600017,12,19447,op-009,ring
1778646580.1825,1778646580770,1778646600107,1778646600111,4,19341,op-000,ring
1778646580.1827,1778646580871,1778646600207,1778646600209,2,19338,op-001,ring
1778646580.1829,1778646580970,1778646600308,1778646600310,2,19340,op-002,ring
1778646580.1831,1778646581070,1778646600409,1778646600411,2,19341,op-003,ring
1778646580.1833,1778646581169,1778646600511,1778646600515,4,19346,op-004,ring
1778646580.1835,1778646581270,1778646600611,1778646600615,4,19345,op-005,ring
1778646580.1837,1778646581371,1778646600714,1778646600718,4,19347,op-006,ring
1778646580.1839,1778646581470,1778646600815,1778646600819,4,19349,op-007,ring
1778646581.1841,1778646581571,1778646600917,1778646600922,5,19351,op-008,ring
1778646581.1843,1778646581669,1778646601018,1778646601021,3,19352,op-009,ring
1778646581.1845,1778646581771,1778646601119,1778646601123,4,19352,op-000,ring
1778646581.1847,1778646581872,1778646601221,1778646601225,4,19353,op-001,ring
1778646581.1849,1778646581968,1778646601322,1778646601327,5,19359,op-002,ring
1778646581.1851,1778646582068,1778646601423,1778646601428,5,19360,op-003,ring
1778646581.1853,1778646582171,1778646601526,1778646601530,4,19359,op-004,ring
1778646581.1855,1778646582272,1778646601625,1778646601627,2,19355,op-005,ring
1778646581.1857,1778646582369,1778646601727,1778646601731,4,19362,op-006,ring
1778646581.1859,1778646582469,1778646601828,1778646601833,5,19364,op-007,ring
1778646582.1861,1778646582569,1778646601931,1778646601935,4,19366,op-008,ring
1778646582.1863,1778646582670,1778646602032,1778646602034,2,19364,op-009,ring
1778646582.1865,1778646582770,1778646602132,1778646602136,4,19366,op-000,ring
1778646582.1867,1778646582872,1778646602233,1778646602237,4,19365,op-001,ring
1778646582.1869,1778646582970,1778646602333,1778646602337,4,19367,op-002,ring
1778646582.1871,1778646583069,1778646602437,1778646602441,4,19372,op-003,ring
1778646582.1873,1778646583172,1778646602539,1778646602543,4,19371,op-004,ring
1778646582.1875,1778646583268,1778646602640,1778646602644,4,19376,op-005,ring
1778646582.1877,1778646583369,1778646602740,1778646602745,5,19376,op-006,ring
1778646582.1879,1778646583470,1778646602841,1778646602846,5,19376,op-007,ring
1778646583.1881,1778646583570,1778646602942,1778646602946,4,19376,op-008,ring
1778646583.1883,1778646583669,1778646603046,1778646603049,3,19380,op-009,ring
1778646583.1885,1778646583770,1778646603146,1778646603150,4,19380,op-000,ring
1778646583.1887,1778646583868,1778646603248,1778646603252,4,19384,op-001,ring
1778646583.1889,1778646583969,1778646603349,1778646603353,4,19384,op-002,ring
1778646583.1891,1778646584070,1778646603450,1778646603452,2,19382,op-003,ring
1778646583.1893,1778646584170,1778646603551,1778646603553,2,19383,op-004,ring
1778646583.1895,1778646584271,1778646603652,1778646603654,2,19383,op-005,ring
1778646583.1897,1778646584369,1778646603754,1778646603757,3,19388,op-006,ring
1778646583.1899,1778646584470,1778646603855,1778646603859,4,19389,op-007,ring
1778646584.1901,1778646584571,1778646603956,1778646603960,4,19389,op-008,ring
1778646584.1903,1778646584670,1778646604058,1778646604060,2,19390,op-009,ring
1778646584.1905,1778646584771,1778646604160,1778646604164,4,19393,op-000,ring
1778646584.1907,1778646584870,1778646604262,1778646604267,5,19397,op-001,ring
1778646584.1909,1778646584971,1778646604363,1778646604367,4,19396,op-002,ring
1778646584.1911,1778646585071,1778646604464,1778646604470,6,19399,op-003,ring
1778646584.1913,1778646585171,1778646604565,1778646604570,5,19399,op-004,ring
1778646584.1915,1778646585271,1778646604668,1778646604672,4,19401,op-005,ring
1778646584.1917,1778646585371,1778646604769,1778646604771,2,19400,op-006,ring
1778646584.1919,1778646585469,1778646604871,1778646604873,2,19404,op-007,ring
1778646585.1921,1778646585570,1778646604971,1778646604976,5,19406,op-008,ring
1778646585.1923,1778646585670,1778646605071,1778646605077,6,19407,op-009,ring
1778646585.1925,1778646585770,1778646605172,1778646605173,1,19403,op-000,ring
1778646585.1927,1778646585868,1778646605273,1778646605277,4,19409,op-001,ring
1778646585.1929,1778646585970,1778646605374,1778646605377,3,19407,op-002,ring
1778646585.1931,1778646586073,1778646605476,1778646605478,2,19405,op-003,ring
1778646585.1933,1778646586169,1778646605577,1778646605581,4,19412,op-004,ring
1778646585.1935,1778646586270,1778646605678,1778646605679,1,19409,op-005,ring
1778646585.1937,1778646586372,1778646605779,1778646605780,1,19408,op-006,ring
1778646585.1939,1778646586472,1778646605880,1778646605881,1,19409,op-007,ring
1778646586.1941,1778646586570,1778646605981,1778646605982,1,19412,op-008,ring
1778646586.1943,1778646586671,1778646606082,1778646606085,3,19414,op-009,ring
1778646586.1945,1778646586771,1778646606184,1778646606186,2,19415,op-000,ring
1778646586.1947,1778646586878,1778646606285,1778646606288,3,19410,op-001,ring
1778646586.1949,1778646586970,1778646606387,1778646606389,2,19419,op-002,ring
1778646586.1951,1778646587067,1778646606488,1778646606491,3,19424,op-003,ring
1778646586.1953,1778646587175,1778646606588,1778646606591,3,19416,op-004,ring
1778646586.1955,1778646587272,1778646606689,1778646606690,1,19418,op-005,ring
1778646586.1957,1778646587368,1778646606790,1778646606794,4,19426,op-006,ring
1778646586.1959,1778646587468,1778646606893,1778646606896,3,19428,op-007,ring
1778646587.1961,1778646587571,1778646606995,1778646607000,5,19429,op-008,ring
1778646587.1963,1778646587669,1778646607100,1778646607103,3,19434,op-009,ring
1778646587.1965,1778646587769,1778646607200,1778646607202,2,19433,op-000,ring
1778646587.1967,1778646587869,1778646607302,1778646607306,4,19437,op-001,ring
1778646587.1969,1778646587969,1778646607404,1778646607410,6,19441,op-002,ring
1778646587.1971,1778646588071,1778646607505,1778646607510,5,19439,op-003,ring
1778646587.1973,1778646588170,1778646607608,1778646607613,5,19443,op-004,ring
1778646587.1975,1778646588268,1778646607712,1778646607717,5,19449,op-005,ring
1778646587.1977,1778646588369,1778646607813,1778646607817,4,19448,op-006,ring
1778646587.1979,1778646588471,1778646607913,1778646607918,5,19447,op-007,ring
1778646588.1981,1778646588570,1778646608014,1778646608015,1,19445,op-008,ring
1778646588.1983,1778646588671,1778646608115,1778646608118,3,19447,op-009,ring
1778646588.1985,1778646588769,1778646608216,1778646608221,5,19452,op-000,ring
1778646588.1987,1778646588869,1778646608316,1778646608320,4,19451,op-001,ring
1778646588.1989,1778646588971,1778646608417,1778646608422,5,19451,op-002,ring
1778646588.1991,1778646589070,1778646608520,1778646608525,5,19455,op-003,ring
1778646588.1993,1778646589170,1778646608624,1778646608628,4,19458,op-004,ring
1778646588.1995,1778646589272,1778646608726,1778646608729,3,19457,op-005,ring
1778646588.1997,1778646589369,1778646608827,1778646608833,6,19464,op-006,ring
1778646588.1999,1778646589471,1778646608928,1778646608935,7,19464,op-007,ring
1778646589.2001,1778646589570,1778646609030,1778646609033,3,19463,op-008,ring
1778646589.2003,1778646589670,1778646609133,1778646609138,5,19468,op-009,ring
1778646589.2005,1778646589769,1778646609235,1778646609240,5,19471,op-000,ring
1778646589.2007,1778646589871,1778646609337,1778646609341,4,19470,op-001,ring
1778646589.2009,1778646589969,1778646609438,1778646609447,9,19478,op-002,ring
1778646589.2011,1778646590072,1778646609540,1778646609544,4,19472,op-003,ring
1778646589.2013,1778646590172,1778646609642,1778646609647,5,19475,op-004,ring
1778646589.2015,1778646590273,1778646609742,1778646609746,4,19473,op-005,ring
1778646589.2017,1778646590372,1778646609850,1778646609856,6,19484,op-006,ring
1778646589.2019,1778646590471,1778646609949,1778646609955,6,19484,op-007,ring
1778646590.2021,1778646590571,1778646610056,1778646610060,4,19489,op-008,ring
1778646590.2023,1778646590669,1778646610156,1778646610161,5,19492,op-009,ring
1778646590.2025,1778646590767,1778646610258,1778646610261,3,19494,op-000,ring
1778646590.2027,1778646590871,1778646610361,1778646610363,2,19492,op-001,ring
1778646590.2029,1778646590969,1778646610465,1778646610469,4,19500,op-002,ring
1778646590.2031,1778646591069,1778646610565,1778646610569,4,19500,op-003,ring
1778646590.2033,1778646591175,1778646610667,1778646610669,2,19494,op-004,ring
1778646590.2035,1778646591267,1778646610768,1778646610771,3,19504,op-005,ring
1778646590.2037,1778646591369,1778646610870,1778646610872,2,19503,op-006,ring
1778646591.2041,1778646591567,1778646610970,1778646610972,2,19405,op-007,ring
1778646591.2043,1778646591669,1778646611071,1778646611074,3,19405,op-008,ring
1778646591.2045,1778646591770,1778646611174,1778646611176,2,19406,op-009,ring
1778646591.2047,1778646591872,1778646611276,1778646611278,2,19406,op-000,ring
1778646591.2049,1778646591972,1778646611376,1778646611378,2,19406,op-001,ring
1778646591.2051,1778646592068,1778646611478,1778646611479,1,19411,op-002,ring
1778646591.2053,1778646592171,1778646611581,1778646611583,2,19412,op-003,ring
1778646591.2055,1778646592272,1778646611681,1778646611683,2,19411,op-004,ring
1778646591.2057,1778646592369,1778646611782,1778646611784,2,19415,op-005,ring
1778646591.2059,1778646592469,1778646611885,1778646611888,3,19419,op-006,ring
1778646592.2061,1778646592570,1778646611985,1778646611989,4,19419,op-007,ring
1778646592.2063,1778646592670,1778646612086,1778646612088,2,19418,op-008,ring
1778646592.2065,1778646592770,1778646612188,1778646612192,4,19422,op-009,ring
1778646592.2067,1778646592867,1778646612291,1778646612295,4,19428,op-000,ring
1778646592.2069,1778646592971,1778646612391,1778646612395,4,19424,op-001,ring
1778646592.2071,1778646593069,1778646612492,1778646612494,2,19425,op-002,ring
1778646592.2073,1778646593169,1778646612594,1778646612598,4,19429,op-003,ring
1778646592.2075,1778646593270,1778646612694,1778646612698,4,19428,op-004,ring
1778646592.2077,1778646593370,1778646612795,1778646612800,5,19430,op-005,ring
1778646592.2079,1778646593469,1778646612896,1778646612900,4,19431,op-006,ring
1778646593.2081,1778646593570,1778646612998,1778646613007,9,19437,op-007,ring
1778646593.2083,1778646593669,1778646613099,1778646613103,4,19434,op-008,ring
1778646593.2085,1778646593772,1778646613201,1778646613205,4,19433,op-009,ring
1778646593.2087,1778646593870,1778646613300,1778646613303,3,19433,op-000,ring
1778646593.2089,1778646593969,1778646613401,1778646613406,5,19437,op-001,ring
1778646593.2091,1778646594070,1778646613502,1778646613508,6,19438,op-002,ring
1778646593.2093,1778646594170,1778646613604,1778646613607,3,19437,op-003,ring
1778646593.2095,1778646594268,1778646613704,1778646613708,4,19440,op-004,ring
1778646593.2097,1778646594371,1778646613807,1778646613812,5,19441,op-005,ring
1778646593.2099,1778646594470,1778646613907,1778646613912,5,19442,op-006,ring
1778646594.2101,1778646594570,1778646614009,1778646614011,2,19441,op-007,ring
1778646594.2103,1778646594670,1778646614118,1778646614123,5,19453,op-008,ring
1778646594.2105,1778646594770,1778646614213,1778646614216,3,19446,op-009,ring
1778646594.2107,1778646594870,1778646614315,1778646614320,5,19450,op-000,ring
1778646594.2109,1778646594971,1778646614415,1778646614419,4,19448,op-001,ring
1778646594.2111,1778646595071,1778646614516,1778646614520,4,19449,op-002,ring
1778646594.2113,1778646595172,1778646614620,1778646614624,4,19452,op-003,ring
1778646594.2115,1778646595267,1778646614722,1778646614727,5,19460,op-004,ring
1778646594.2117,1778646595372,1778646614823,1778646614825,2,19453,op-005,ring
1778646594.2119,1778646595470,1778646614925,1778646614930,5,19460,op-006,ring
1778646595.2121,1778646595569,1778646615024,1778646615030,6,19461,op-007,ring
1778646595.2123,1778646595670,1778646615126,1778646615130,4,19460,op-008,ring
1778646595.2125,1778646595769,1778646615228,1778646615233,5,19464,op-009,ring
1778646595.2127,1778646595871,1778646615331,1778646615336,5,19465,op-000,ring
1778646595.2129,1778646595970,1778646615434,1778646615437,3,19467,op-001,ring
1778646595.2131,1778646596072,1778646615534,1778646615535,1,19463,op-002,ring
1778646595.2133,1778646596170,1778646615636,1778646615639,3,19469,op-003,ring
1778646595.2135,1778646596269,1778646615736,1778646615740,4,19471,op-004,ring
1778646595.2137,1778646596373,1778646615838,1778646615841,3,19468,op-005,ring
1778646595.2139,1778646596470,1778646615938,1778646615942,4,19472,op-006,ring
1778646596.2141,1778646596570,1778646616039,1778646616042,3,19472,op-007,ring
1778646596.2143,1778646596670,1778646616142,1778646616145,3,19475,op-008,ring
1778646596.2145,1778646596768,1778646616244,1778646616251,7,19483,op-009,ring
1778646596.2147,1778646596869,1778646616347,1778646616350,3,19481,op-000,ring
1778646596.2149,1778646596968,1778646616450,1778646616454,4,19486,op-001,ring
1778646596.2151,1778646597067,1778646616551,1778646616556,5,19489,op-002,ring
1778646596.2153,,1778646616671,,,,,failed
1778646596.2155,,1778646616773,,,,,failed
1778646596.2157,,1778646616874,,,,,failed
1778646597.2161,1778646597573,1778646616976,1778646616978,2,19405,op-006,ring
1778646597.2163,1778646597669,1778646617079,1778646617080,1,19411,op-007,ring
1778646597.2165,1778646597772,1778646617179,1778646617181,2,19409,op-008,ring
1778646597.2167,1778646597869,1778646617279,1778646617281,2,19412,op-009,ring
1778646597.2169,1778646597970,1778646617380,1778646617384,4,19414,op-000,ring
1778646597.2171,1778646598071,1778646617481,1778646617483,2,19412,op-001,ring
1778646597.2173,1778646598170,1778646617585,1778646617587,2,19417,op-002,ring
1778646597.2175,1778646598268,1778646617684,1778646617686,2,19418,op-003,ring
1778646597.2177,1778646598370,1778646617786,1778646617789,3,19419,op-004,ring
1778646597.2179,1778646598471,1778646617887,1778646617891,4,19420,op-005,ring
1778646598.2181,1778646598569,1778646617988,1778646617991,3,19422,op-006,ring
1778646598.2183,1778646598671,1778646618088,1778646618095,7,19424,op-007,ring
1778646598.2185,1778646598770,1778646618190,1778646618196,6,19426,op-008,ring
1778646598.2187,1778646598872,1778646618289,1778646618293,4,19421,op-009,ring
1778646598.2189,1778646598969,1778646618391,1778646618394,3,19425,op-000,ring
1778646598.2191,1778646599071,1778646618492,1778646618497,5,19426,op-001,ring
